# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-12-14 13:36:45 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03310300 NOLIN RIVER AT WHITE MILLS, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03310300
#            TS   parameter     statistic     Description
#         58995       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	58995_00060_00003	58995_00060_00003_cd
USGS	03310300	2017-03-10	504	P
USGS	03310300	2017-03-11	439	P
USGS	03310300	2017-03-12	393	P
USGS	03310300	2017-03-13	365	P
USGS	03310300	2017-03-14	350	P
USGS	03310300	2017-03-15	324	P
USGS	03310300	2017-03-16	297	P
USGS	03310300	2017-03-17	324	P
USGS	03310300	2017-03-18	564	P
USGS	03310300	2017-03-19	445	P
USGS	03310300	2017-03-20	369	P
USGS	03310300	2017-03-21	343	P
USGS	03310300	2017-03-22	310	P
USGS	03310300	2017-03-23	277	P
USGS	03310300	2017-03-24	256	P
USGS	03310300	2017-03-25	249	P
USGS	03310300	2017-03-26	264	P
USGS	03310300	2017-03-27	358	P
USGS	03310300	2017-03-28	648	P
USGS	03310300	2017-03-29	496	P
USGS	03310300	2017-03-30	415	P
USGS	03310300	2017-03-31	484	P
USGS	03310300	2017-04-01	480	P
USGS	03310300	2017-04-02	410	P
USGS	03310300	2017-04-03	382	P
USGS	03310300	2017-04-04	409	P
USGS	03310300	2017-04-05	387	P
USGS	03310300	2017-04-06	749	P
USGS	03310300	2017-04-07	475	P
USGS	03310300	2017-04-08	391	P
USGS	03310300	2017-04-09	351	P
USGS	03310300	2017-04-10	321	P
USGS	03310300	2017-04-11	309	P
USGS	03310300	2017-04-12	316	P
USGS	03310300	2017-04-13	291	P
USGS	03310300	2017-04-14	260	P
USGS	03310300	2017-04-15	249	P
USGS	03310300	2017-04-16	251	P
USGS	03310300	2017-04-17	1710	P
USGS	03310300	2017-04-18	1020	P
USGS	03310300	2017-04-19	789	P
USGS	03310300	2017-04-20	650	P
USGS	03310300	2017-04-21	576	P
USGS	03310300	2017-04-22	556	P
USGS	03310300	2017-04-23	609	P
USGS	03310300	2017-04-24	535	P
USGS	03310300	2017-04-25	471	P
USGS	03310300	2017-04-26	431	P
USGS	03310300	2017-04-27	400	P
USGS	03310300	2017-04-28	382	P
USGS	03310300	2017-04-29	336	P
USGS	03310300	2017-04-30	307	P
USGS	03310300	2017-05-01	305	P
USGS	03310300	2017-05-02	375	P
USGS	03310300	2017-05-03	307	P
USGS	03310300	2017-05-04	285	P
USGS	03310300	2017-05-05	468	P
USGS	03310300	2017-05-06	650	P
USGS	03310300	2017-05-07	755	P
USGS	03310300	2017-05-08	595	P
USGS	03310300	2017-05-09	503	P
USGS	03310300	2017-05-10	443	P
USGS	03310300	2017-05-11	393	P
USGS	03310300	2017-05-12	471	P
USGS	03310300	2017-05-13	578	P
USGS	03310300	2017-05-14	458	P
USGS	03310300	2017-05-15	387	P
USGS	03310300	2017-05-16	343	P
USGS	03310300	2017-05-17	310	P
USGS	03310300	2017-05-18	285	P
USGS	03310300	2017-05-19	262	P
USGS	03310300	2017-05-20	253	P
USGS	03310300	2017-05-21	279	P
USGS	03310300	2017-05-22	317	P
USGS	03310300	2017-05-23	246	P
USGS	03310300	2017-05-24	242	P
USGS	03310300	2017-05-25	790	P
USGS	03310300	2017-05-26	418	P
USGS	03310300	2017-05-27	425	P
USGS	03310300	2017-05-28	1880	P
USGS	03310300	2017-05-29	876	P
USGS	03310300	2017-05-30	630	P
USGS	03310300	2017-05-31	514	P
USGS	03310300	2017-06-01	443	P
USGS	03310300	2017-06-02	385	P
USGS	03310300	2017-06-03	341	P
USGS	03310300	2017-06-04	309	P
USGS	03310300	2017-06-05	297	P
USGS	03310300	2017-06-06	342	P
USGS	03310300	2017-06-07	297	P
USGS	03310300	2017-06-08	267	P
USGS	03310300	2017-06-09	248	P
USGS	03310300	2017-06-10	216	P
USGS	03310300	2017-06-11	196	P
USGS	03310300	2017-06-12	183	P
USGS	03310300	2017-06-13	174	P
USGS	03310300	2017-06-14	166	P
USGS	03310300	2017-06-15	297	P
USGS	03310300	2017-06-16	341	P
USGS	03310300	2017-06-17	222	P
USGS	03310300	2017-06-18	194	P
USGS	03310300	2017-06-19	335	P
USGS	03310300	2017-06-20	232	P
USGS	03310300	2017-06-21	189	P
USGS	03310300	2017-06-22	217	P
USGS	03310300	2017-06-23	1280	P
USGS	03310300	2017-06-24	6820	P
USGS	03310300	2017-06-25	2180	P
USGS	03310300	2017-06-26	1210	P
USGS	03310300	2017-06-27	872	P
USGS	03310300	2017-06-28	716	P
USGS	03310300	2017-06-29	608	P
USGS	03310300	2017-06-30	514	P
USGS	03310300	2017-07-01	520	P
USGS	03310300	2017-07-02	425	P
USGS	03310300	2017-07-03	370	P
USGS	03310300	2017-07-04	797	P
USGS	03310300	2017-07-05	783	P
USGS	03310300	2017-07-06	960	P
USGS	03310300	2017-07-07	1850	P
USGS	03310300	2017-07-08	2520	P
USGS	03310300	2017-07-09	1420	P
USGS	03310300	2017-07-10	942	P
USGS	03310300	2017-07-11	750	P
USGS	03310300	2017-07-12	624	P
USGS	03310300	2017-07-13	516	P
USGS	03310300	2017-07-14	450	P
USGS	03310300	2017-07-15	401	P
USGS	03310300	2017-07-16	355	P
USGS	03310300	2017-07-17	319	P
USGS	03310300	2017-07-18	286	P
USGS	03310300	2017-07-19	259	P
USGS	03310300	2017-07-20	237	P
USGS	03310300	2017-07-21	220	P
USGS	03310300	2017-07-22	204	P
USGS	03310300	2017-07-23	210	P
USGS	03310300	2017-07-24	238	P
USGS	03310300	2017-07-25	200	P
USGS	03310300	2017-07-26	180	P
USGS	03310300	2017-07-27	169	P
USGS	03310300	2017-07-28	217	P
USGS	03310300	2017-07-29	209	P
USGS	03310300	2017-07-30	181	P
USGS	03310300	2017-07-31	163	P
USGS	03310300	2017-08-01	146	P
USGS	03310300	2017-08-02	145	P
USGS	03310300	2017-08-03	166	P
USGS	03310300	2017-08-04	182	P
USGS	03310300	2017-08-05	189	P
USGS	03310300	2017-08-06	148	P
USGS	03310300	2017-08-07	503	P
USGS	03310300	2017-08-08	238	P
USGS	03310300	2017-08-09	179	P
USGS	03310300	2017-08-10	153	P
USGS	03310300	2017-08-11	140	P
USGS	03310300	2017-08-12	135	P
USGS	03310300	2017-08-13	128	P
USGS	03310300	2017-08-14	122	P
USGS	03310300	2017-08-15	111	P
USGS	03310300	2017-08-16	103	P
USGS	03310300	2017-08-17	106	P
USGS	03310300	2017-08-18	437	P
USGS	03310300	2017-08-19	265	P
USGS	03310300	2017-08-20	178	P
USGS	03310300	2017-08-21	145	P
USGS	03310300	2017-08-22	129	P
USGS	03310300	2017-08-23	136	P
USGS	03310300	2017-08-24	123	P
USGS	03310300	2017-08-25	111	P
USGS	03310300	2017-08-26	104	P
USGS	03310300	2017-08-27	96.0	P
USGS	03310300	2017-08-28	93.7	P
USGS	03310300	2017-08-29	100	P
USGS	03310300	2017-08-30	109	P
USGS	03310300	2017-08-31	109	P
USGS	03310300	2017-09-01	1550	P
USGS	03310300	2017-09-02	4640	P
USGS	03310300	2017-09-03	2500	P
USGS	03310300	2017-09-04	1150	P
USGS	03310300	2017-09-05	847	P
USGS	03310300	2017-09-06	678	P
USGS	03310300	2017-09-07	559	P
USGS	03310300	2017-09-08	474	P
USGS	03310300	2017-09-09	416	P
USGS	03310300	2017-09-10	369	P
USGS	03310300	2017-09-11	331	P
USGS	03310300	2017-09-12	315	P
USGS	03310300	2017-09-13	311	P
USGS	03310300	2017-09-14	319	P
USGS	03310300	2017-09-15	298	P
USGS	03310300	2017-09-16	268	P
USGS	03310300	2017-09-17	240	P
USGS	03310300	2017-09-18	220	P
USGS	03310300	2017-09-19	225	P
USGS	03310300	2017-09-20	253	P
USGS	03310300	2017-09-21	224	P
USGS	03310300	2017-09-22	202	P
USGS	03310300	2017-09-23	188	P
USGS	03310300	2017-09-24	177	P
USGS	03310300	2017-09-25	167	P
USGS	03310300	2017-09-26	160	P
USGS	03310300	2017-09-27	156	P
USGS	03310300	2017-09-28	145	P
USGS	03310300	2017-09-29	140	P
USGS	03310300	2017-09-30	138	P
USGS	03310300	2017-10-01	130	P
USGS	03310300	2017-10-02	127	P
USGS	03310300	2017-10-03	122	P
USGS	03310300	2017-10-04	122	P
USGS	03310300	2017-10-05	119	P
USGS	03310300	2017-10-06	116	P
USGS	03310300	2017-10-07	115	P
USGS	03310300	2017-10-08	3660	P
USGS	03310300	2017-10-09	3430	P
USGS	03310300	2017-10-10	1770	P
USGS	03310300	2017-10-11	4640	P
USGS	03310300	2017-10-12	1760	P
USGS	03310300	2017-10-13	1220	P
USGS	03310300	2017-10-14	987	P
USGS	03310300	2017-10-15	836	P
USGS	03310300	2017-10-16	712	P
USGS	03310300	2017-10-17	623	P
USGS	03310300	2017-10-18	556	P
USGS	03310300	2017-10-19	505	P
USGS	03310300	2017-10-20	465	P
USGS	03310300	2017-10-21	399	P
USGS	03310300	2017-10-22	363	P
USGS	03310300	2017-10-23	515	P
USGS	03310300	2017-10-24	726	P
USGS	03310300	2017-10-25	552	P
USGS	03310300	2017-10-26	472	P
USGS	03310300	2017-10-27	429	P
USGS	03310300	2017-10-28	1110	P
USGS	03310300	2017-10-29	1030	P
USGS	03310300	2017-10-30	772	P
USGS	03310300	2017-10-31	632	P
USGS	03310300	2017-11-01	554	P
USGS	03310300	2017-11-02	521	P
USGS	03310300	2017-11-03	869	P
USGS	03310300	2017-11-04	1560	P
USGS	03310300	2017-11-05	899	P
USGS	03310300	2017-11-06	741	P
USGS	03310300	2017-11-07	690	P
USGS	03310300	2017-11-08	639	P
USGS	03310300	2017-11-09	564	P
USGS	03310300	2017-11-10	502	P
USGS	03310300	2017-11-11	450	P
USGS	03310300	2017-11-12	414	P
USGS	03310300	2017-11-13	385	P
USGS	03310300	2017-11-14	356	P
USGS	03310300	2017-11-15	354	P
USGS	03310300	2017-11-16	355	P
USGS	03310300	2017-11-17	338	P
USGS	03310300	2017-11-18	332	P
USGS	03310300	2017-11-19	542	P
USGS	03310300	2017-11-20	481	P
USGS	03310300	2017-11-21	398	P
USGS	03310300	2017-11-22	363	P
USGS	03310300	2017-11-23	321	P
USGS	03310300	2017-11-24	300	P
USGS	03310300	2017-11-25	287	P
USGS	03310300	2017-11-26	269	P
USGS	03310300	2017-11-27	251	P
USGS	03310300	2017-11-28	237	P
USGS	03310300	2017-11-29	222	P
USGS	03310300	2017-11-30	211	P
USGS	03310300	2017-12-01	204	P
USGS	03310300	2017-12-02	198	P
USGS	03310300	2017-12-03	189	P
USGS	03310300	2017-12-04	182	P
USGS	03310300	2017-12-05	199	P
USGS	03310300	2017-12-06	250	P
USGS	03310300	2017-12-07	221	P
USGS	03310300	2017-12-08	201	P
USGS	03310300	2017-12-09	190	P
USGS	03310300	2017-12-10	181	P
USGS	03310300	2017-12-11	173	P
USGS	03310300	2017-12-12	170	P
USGS	03310300	2017-12-13	164	P
